,Unnamed: 0,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor,Discipline,Cleaned Author Keywords,AUTHOR KEYWORDS,AUTHORS
320,320,2-s2.0-1342332623,10.3354/meps266103,,,Feeding ecology of deep-sea seastars (Echinodermata: Asteroidea): A pigment biomarker approach,ar,Article,Howell K.,60010934,National Oceanography Centre Southampton,Southampton,United Kingdom,4.0,"Howell, Kerry L.;Billett, David S.M.;Tyler, Paul A.;Davidson, Russell",7103232325;6701845419;7102921991;16308936900,60010934;60010934;60010934;60010934,2004-01-30,30 January 2004,Marine Ecology Progress Series,01718630,12169.0,,Journal,266,,,103-110,"Resource partitioning and utilisation of phytodetritus by the abyssal mud-ingesting seastars Styracaster chuni and Hyphalaster inermis were investigated using pigment biomarker analysis. The chlorophyll and carotenoid pigment composition of the stomach content was examined using high-pressure liquid chromatography. No significant differences were observed between the composition of pigments in the 2 species. Both asteroid species utilise the same phytodetrital resource with no apparent partitioning of that resource. Analysis of specific biomarker pigments together with evidence from previous studies suggest that both species ingest small chlorophytes, cryptomonads, cyanobacteria, coccoliths and diatoms as part of the phytodetrital component of their diet. Phytodetrital material itself is not thought to be an important food source for H. inermis or S. chuni.",Asteroidea | Deep-sea | Diet | HPLC | Pigments | Resource partitioning,15,1,repositoryam,Green,,undefined,,SBE,"['Asteroidea ', ' Deep-sea ', ' Diet ', ' HPLC ', ' Pigments ', ' Resource partitioning']",Asteroidea | Deep-sea | Diet | HPLC | Pigments | Resource partitioning,"Howell, Kerry L.;Billett, David S.M.;Tyler, Paul A.;Davidson, Russell"
321,321,2-s2.0-85072447240,10.4271/2004-01-2525,,,"Equivalent system mass of producing yeast and flat breads from wheat berries, a comparison of mill type",cp,Conference Paper,Weiss I.,60009254;60006711,Purdue University;NASA Johnson Space Center,West Lafayette;Houston,United States;United States,4.0,"Weiss, Ilan;Hayes, Kirby D.;Mauer, Lisa J.;Perchonok, Michele H.",37666493300;7201373906;6701541304;24446246000,60009254;60009254;60009254;60006711,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Wheat is a candidate crop for the Advanced Life Support (ALS) system, and cereal grains and their products will be included on long-term space missions beyond low earth orbit. While the exact supply scenario has yet to be determined, some type of post-processing of these grains must occur if they are shipped as bulk ingredients or grown on site for use in foods. Understanding the requirements for processing grains in space is essential for incorporating the process into the ALS food system. The ESM metric developed by NASA describes and compares individual system impact on a closed system in terms of a single parameter, mass. The objective of this study was to compare the impact of grain mill type on the ESM of producing yeast and flat breads. Hard red spring wheat berries were ground using a Brabender Quadrumat Jr. or the Kitchen-Aid grain mill attachment (both are proposed post-harvest technologies for the ALS system) to produce white and whole wheat flour, respectively. Yeast bread was made using three methods (hand+oven, bread machine, mixer with dough hook attachment + oven). Flat bread was made using four methods (hand+oven, hand+griddle, mixer+oven, mixer+griddle). Data on all inputs (active time, passive time, mass and volume of ingredients and equipment, power) were measured and used to calculate ESM. Assumptions were based on data in NASA documents. Data were analyzed using PC-SAS with significance at P < 0.05. Grain mill type significantly (P < 0.05) influenced the ESM of making both bread types; and the Brabender Quadrumat Jr. contributed significantly (P < 0.05) more mass than the Kitchen-Aid grain mill to the ESM for producing both types of bread. Results can be used by systems analysts to define energy and volume requirements for the food system and by researchers to select and modify food production scenarios. Copyright © 2004 SAE International.",,1,0,,,,undefined,,SBE,,,"Weiss, Ilan;Hayes, Kirby D.;Mauer, Lisa J.;Perchonok, Michele H."
322,322,2-s2.0-85072442186,10.4271/2004-01-2580,,,Clothing systems for long duration space missions,cp,Conference Paper,Drysdale A.,60030821;60004923,Boeing Corporation;NC State University,Chicago;Raleigh,United States;United States,7.0,"Drysdale, Alan;Garton, Harry;Hasselbrack, Sally;Barker, Roger;Thompson, Don;Scruggs, Barbara;Fratto, Lisa",7003931434;24080129300;55679148900;7202725449;11339152300;6701463923;55679677200,60030821;60030821;60030821;60004923;60004923;60004923;60004923,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Clothing accounts for a surprisingly large quantity of resupply and waste on the International Space Station (ISS), of the order of 14% of the equivalent system mass (ESM). Efforts are underway in the ISS program to reduce this, but much greater changes are likely to be possible and justifiable for long duration missions beyond low Earth orbit (LEO). Two approaches are being assessed for long duration missions: to reduce the mass of the wardrobe through use of lighter fabrics, and to clean clothing on board for reuse. Through good design including use of modern fabrics, a lighter weight wardrobe is expected to be feasible. Collateral benefits should include greater user comfort and reduced lint generation. A wide variety of approaches to cleaning is possible. The initial evaluation was made based on a terrestrial water-based washer and dryer system, as this represents the greatest experience base. This approach would depend significantly on the cost of water regeneration, which has been assessed. Alternative approaches are being investigated to determine if there are net advantages for long duration missions. Copyright © 2004 SAE International.",,2,0,,,,undefined,,SBE,,,"Drysdale, Alan;Garton, Harry;Hasselbrack, Sally;Barker, Roger;Thompson, Don;Scruggs, Barbara;Fratto, Lisa"
323,323,2-s2.0-85072440809,10.4271/2004-01-2581,,,Comparison of waste systems,cp,Conference Paper,Drysdale A.,60030821,Boeing Corporation,Chicago,United States,1.0,"Drysdale, Alan",7003931434,60030821,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"A summary of waste processes and waste process data is presented in the context of mission equivalent system mass. Storage, size reduction, drying, aerobic and anaerobic biodegradation, chemical oxidation, pyrolysis, and post processing are evaluated in the context of probable long-duration missions beyond LEO, and the probable quantities and types of wastes and of the other on-board systems. An assessment of the waste systems described in the ALS Reference Missions Document is presented, and rationale for some changes to these systems is provided. Copyright © 2004 SAE International.",,1,0,,,,undefined,,SBE,,,"Drysdale, Alan"
324,324,2-s2.0-85072440044,10.4271/2004-01-2267,,,Optical flow sensor using geometric moiré interferometry,cp,Conference Paper,Horowitz S.,60022195;60013959,Massachusetts Institute of Technology;University of Florida,Cambridge;Gainesville,United States;United States,6.0,"Horowitz, S.;Chen, T.;Cattafesta, L. N.;Sheplak, M.;Nishida, T.;Chandrasekaran, V.",18037161900;55679844100;6603764938;6701773307;35431788400;55396630000,60013959;60013959;60013959;60013959;60013959;60022195,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"We report on a feasibility study of an optical micro-electro-mechanical systems (MEMS) flow sensor to measure flow rate using Moiré fringe displacement of a floating element. Due to constraints on weight, power, and size for space environmental systems, the development of sensor components that minimize the equivalent systems mass (ESM) while maintaining or exceeding required specifications is highly desirable. A feature of the optical detection method is a physical separation of electrical components from the flow stream. The geometric Moiré fringe shift optically amplifies small displacements by the ratio of the fringe pitch to the movable grating pitch that is detected using an external CCD imager, providing an electrically isolated, robust, direct scheme for detecting flow from shear stress induced displacement. Copyright © 2004 SAE International.",,0,0,,,,undefined,,SBE,,,"Horowitz, S.;Chen, T.;Cattafesta, L. N.;Sheplak, M.;Nishida, T.;Chandrasekaran, V."
325,325,2-s2.0-85072436528,10.4271/2004-01-2282,,,Biology beyond the planet of origin: The case for biosciences research on the moon,cp,Conference Paper,Harper L.D.,60004179;101178245,NASA Ames Research Center;Mains Associates,Moffett Field;Berkeley,United States;United States,7.0,"Harper, Lynn D.;Schmidt, Gregory K.;Schaefer, Ronald L.;Rudolph-Angelich, Ingrid L.;Mains, Richard;Hughes, Darren;Leonard, Gregory",23972774200;35564867600;55686027600;55678702400;36620247900;57211375296;55679991800,60004179;60004179;60004179;60004179;101178245;101178245;101178245,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Studying the biology of terrestrial life on another world will offer unique opportunities for understanding the fundamental nature of life in the universe. Still accelerating revolutions in biotechnology, information technology, robotics, and super-miniaturization now make it possible to conduct detailed research into opportunities inherent in living on other worlds. Although close to Earth, the Moon includes features found nowhere else in the solar system. Different gravity, radiation stresses, magnetic fields and day/night cycles are among the biologically relevant forces of interest on the Moon. Results from studying different organisms in the lunar environment over complete life cycles and multiple generations would provide the first comparative, biological reference data of the transition of life from one world to another, and foundational information for evaluating potential health and safety problems on a Mars mission. In addition, astrobiology studies on the Moon can reveal the solar system forces that shaped the evolution of life on Earth. The Moon has also long been acknowledged as a testbed for human explorations of Mars and other worlds of the solar system. Finally, the scientific, technological and architectural demands of a dedicated lunar biosciences research initiative will drive numerous commercial, social, and educational benefits. Copyright © 2004 SAE International.",,0,0,,,,undefined,,SBE,,,"Harper, Lynn D.;Schmidt, Gregory K.;Schaefer, Ronald L.;Rudolph-Angelich, Ingrid L.;Mains, Richard;Hughes, Darren;Leonard, Gregory"
326,326,2-s2.0-85072435742,10.4271/2004-01-2526,,,"Equivalent system mass (ESM) estimates for commercially available, small-scale food processing equipment",cp,Conference Paper,Gandolph J.,60009254;60006711,Purdue University;NASA Johnson Space Center,West Lafayette;Houston,United States;United States,4.0,"Gandolph, Jake;El-Abiad, Mohamad;Mauer, Lisa J.;Perchonok, Michele H.",55678990100;35309339900;6701541304;24446246000,60009254;60009254;60009254;60006711,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"One of the challenges NASA faces today is developing an Advanced Life Support (ALS) system that will enable long duration space missions beyond low earth orbit (LEO). This ALS system must include a food processing subsystem capable of producing a variety of nutritious, acceptable, and safe edible ingredients and food products from pre-packaged and re-supply foods as well as salad crops grown on the transit vehicle or other crops grown on planetary surfaces. However, designing, building, developing, and maintaining such a subsystem is bound to many constraints and restrictions. The limited power supply, storage locations, variety of crops, crew time, need to minimize waste, and other ESM parameters influence the selection of processing equipment and techniques. Several researchers have calculated ESM of select types of food processing equipment to compare ESM for individual food types; however, a complete survey of ESM parameters for currently available food processing unit operations has not been completed. In order to direct NASA's research and technology efforts related to the food subsystem, the technologies available on Earth for food processing, preservation, and packaging must be identified and the viability of these technologies must be assessed. Minimizing mass, volume, and energy consumption are important factors to be considered when locating available food processing equipment and evaluating feasibility for use in an ALS system. Once the ESM has been estimated for available equipment, modifications can be suggested to improve efficiency and reduce ESM. The objective of this study was to compile ESM-parameter information (mass, volume, and power) for currently available, small-scale food processing equipment and to provide average, high, and low ESM values for each class of equipment (hand-held and bench-top mixers, etc.) that performs the following unit operations: mixing, size reduction, heat transfer (heating and cooling), and extraction (water, oil, and juice). In this study, each piece of equipment was assumed to perform a single task, the power required for cooling was set equivalent to the power needed to operate the equipment, and the crew-time was not considered in the preliminary ESM estimates. An additional discussion on other parameters important to consider for ESM of the food system, including multi-functional equipment and power, is provided. Copyright © 2004 SAE International.",,2,0,,,,undefined,,SBE,,,"Gandolph, Jake;El-Abiad, Mohamad;Mauer, Lisa J.;Perchonok, Michele H."
327,327,2-s2.0-85072429583,10.4271/2004-01-2380,,,A hybrid pyrolysis / oxidation system for solid waste resource recovery,cp,Conference Paper,Serio M.,60031591;60004179,Advanced Fuel Research Incorporated;NASA Ames Research Center,East Hartford;Moffett Field,United States;United States,7.0,"Serio, Michael;Kroo, Erik;Florczak, Elizabeth;Wójtowicz, Marek;Wignarajah, Kanapathipillai;Howard, Kevin;Fisher, John",7102745720;6506002447;6603557568;7005891454;6603381174;55690262100;7404017045,60031591;60031591;60031591;60031591;60004179;60004179;60004179,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Pyrolysis is a very versatile waste processing technology which can be tailored to produce a variety of solid, liquid, and/or gaseous products. The main disadvantages of pyrolysis processing are: (1) the product stream is more complex than for many of the alternative treatments; (2) the product gases cannot be vented directly into the cabin without further treatment because of the high CO concentrations. One possible solution is to combine a pyrolysis step with catalytic oxidation (combustion) of the effluent gases. This integration takes advantage of the best features of each process. The advantages of pyrolysis are: insensitivity to feedstock composition, no oxygen consumption, and batch operation. The main advantage of oxidation is the simplicity and consistency of the product stream. In addition, this hybrid process has the potential to result in a significant reduction in Equivalent System Mass (estimated at 10-40%) and system complexity. This paper includes data from a laboratory study of a hybrid pyrolysis/oxidation process, including results for the following cases: 1) without post-oxidation; 2) with post-oxidation; 3) with catalyzed post-oxidation. Copyright © 2004 SAE International.",,8,0,,,,undefined,,SBE,,,"Serio, Michael;Kroo, Erik;Florczak, Elizabeth;Wójtowicz, Marek;Wignarajah, Kanapathipillai;Howard, Kevin;Fisher, John"
328,328,2-s2.0-85072427685,10.4271/2004-01-2405,,,Mesoporous oxide supported catalysts for low temperature oxidation of dissolved organics in spacecraft wastewater streams,cp,Conference Paper,Akse J.R.,60028465;60011779,UMPQUA Research Company;NASA Marshall Space Flight Center,Myrtle Creek;Huntsville,United States;United States,3.0,"Akse, James R.;Holtsnider, John T.;Carter, Layne",6701393569;6507190234;55678794900,60028465;60028465;60011779,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Novel mesoporous bimetallic oxidation catalysts are described, which are currently under development for the deep oxidation (mineralization) of aqueous organic contaminants in wastewater produced on-board manned spacecraft, and lunar and planetary habitats. The goal of the ongoing development program is to produce catalysts capable of organic contaminant mineralization near ambient temperature. Such a development will significantly reduce Equivalent System Mass (ESM) for the ISS Water Processor Assembly (WPA), which must operate at 135°C to convert organic carbon to CO2 and carboxylic acids. Improvements in catalyst performance were achieved due to the unique structural characteristics of mesoporous materials, which include a three-dimensional network of partially ordered interconnected mesopores (5-25 nm). This structure results in high surface area, high pore volume, and reduced distances for reactants and byproducts to diffuse to and from interior catalyst sites, as compared to the tortuous diffusion path in conventional, high surface area microporous (1-2 nm) supports. Mesocellular Foams (MCFs) composed of silica-zirconia solid solutions, chemically impregnated with platinum and ruthenium, were found to produce the most active catalyst. This catalyst proved capable of mineralization of acetic acid, a refractory organic, at ambient temperature. Copyright © 2004 SAE International.",,1,0,,,,undefined,,SBE,,,"Akse, James R.;Holtsnider, John T.;Carter, Layne"
329,329,2-s2.0-85072414330,10.4271/2004-01-2495,,,The development of the vapor phase catalytic ammonia removal (VPCAR) engineering development unit,cp,Conference Paper,Flynn M.,60025450;60004179;113577454,Hamilton Sundstrand;NASA Ames Research Center;Water Reuse Technology Inc.,Windsor Locks;Moffett Field;,United States;United States;United States,10.0,"Flynn, Michael;Fisher, John;Kliss, Mark;Tleimat, Badawi;Tleimat, Maher;Quinn, Gregory;Fort, James;Nalette, Tim;Baker, Gale;Genovese, Joseph",8629664600;7404017045;6602702497;7003847474;6602409272;8402785200;55680346600;55680472200;55678578000;55680148700,60004179;60004179;60004179;113577454;113577454;60025450;60025450;60025450;60025450;60025450,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,This paper presents the results of a program to develop the next generation Vapor Phase Catalytic Ammonia Removal (VPCAR) system. VPCAR is a spacecraft water recycling system designed by NASA and constructed by Water Reuse Technology Inc. The technology has been identified by NASA to be the next generation water recycling system [1]. It is designed specifically for a Mars transit vehicle mission. This paper provides a description of the process and an evaluation of the performance of the new system. The equivalent system mass (ESM) is calculated and compared to the existing state-of-the art. A description of the contracting mechanism used to construct the new system is also provided. Copyright © 2004 SAE International.,,12,0,,,,undefined,,SBE,,,"Flynn, Michael;Fisher, John;Kliss, Mark;Tleimat, Badawi;Tleimat, Maher;Quinn, Gregory;Fort, James;Nalette, Tim;Baker, Gale;Genovese, Joseph"
330,330,2-s2.0-85072413565,10.4271/2004-01-2362,,,Accounting for performance decrements in crew time calculations for space missions,cp,Conference Paper,Goudarzi S.,60119423,Department of Plant Biology,New Brunswick,United States,2.0,"Goudarzi, Sara;Both, A. J.",55688614700;13406412100,60119423;60119423,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Equivalent System Mass (ESM) is a metric used in Advanced Life Support (ALS) studies to evaluate and compare life support system technologies. Previous crew time ESM calculations considered only the amount of crew time required to perform a particular task without any interventions (stress events), i.e., they calculated static crew time. However, variations in time spent on operating and maintaining a life support system may occur due to performance fluctuations of the crew caused by a range of stress events experienced. Simulated crew performance calculations appear to suggest that crew time varies based on how each crewmember deals with stress events. Assigning a variable that accounts for such variation in crew time can be used in the crew selection process and for crew management strategies to better deal with inevitable stress events. Copyright © 2004 SAE International.",,0,0,,,,undefined,,SBE,,,"Goudarzi, Sara;Both, A. J."
331,331,2-s2.0-85072412629,10.4271/2004-01-2524,,,Metric value considerations in choosing a soybean cultivar for a martian surface mission,cp,Conference Paper,French S.J.,60002959;60001439;105640969,Lockheed Martin Corporation;Pennsylvania State University;National Space Biomedical Research Institute,Bethesda;University Park;Houston,United States;United States;United States,3.0,"French, S. J.;Perchonok, M. H.;Cramp, G. L.",7202174191;24446246000;23466436600,60002959;105640969;60001439,2004-01-01,2004,SAE Technical Papers,01487191,21100239259.0,26883627,Journal,,,,,"Soybean products such as soymilk and tofu could be used in recipes for Martian surface missions. Soybean cultivars must therefore meet requirements of both the Advanced Life Support (ALS) and Advanced Food Technology (AFT) elements. Using Equivalent System Mass (ESM) and a Modified Food Quality Index (MFQI), the Food Metric Value (FMV) may provide researchers a way to incorporate quantitative as well as qualitative attributes into a metric more suitable for evaluating potential candidate crops. An FMV was calculated using different tofu production rates and product palatability values for the Hoyt or Vinton 81 cultivar. Results indicate that while crop growth efficiency favors use of the Hoyt cultivar, resulting food yield and product attributes favor use of Vinton 81. Copyright © 2004 SAE International.",,0,0,,,,undefined,,SBE,,,"French, S. J.;Perchonok, M. H.;Cramp, G. L."
332,332,2-s2.0-7944233392,10.1007/s11938-004-0052-y,,,Targeting therapy in pediatric inflammatory bowel disease,re,Review,Dubinsky M.,60016173,Cedars-Sinai Medical Center,Los Angeles,United States,1.0,"Dubinsky, Maria C.",7003310173,60016173,2004-01-01,October 2004,Current Treatment Options in Gastroenterology,10928472,28291.0,,Journal,7,5,,391-405,"Progress in our understanding of the interaction between the environment and the immune system in disease pathogenesis has led to major advancements in the area of inflammatory bowel disease (IBD) therapeutics. Biotechnology is keeping pace with these scientific advances. Current therapies target the various elements of the inflammatory cascade implicated in the pathogenesis of IBD. The anti-inflammatory and immunomodulatory properties of the pharmacologic therapies used in IBD vary from actions that are extremely broad to those that are cellular or cytokine specific. Despite the various therapeutic options available for IBD patients, chosen therapies should be based on the overall treatment goal for individual patients. Therapeutics can be broadly categorized as induction therapies (goal to treat active disease) and maintenance therapies (goal to prevent relapse of disease). The modern thinking behind drug development is that IBD therapy should be disease modifying so to avoid complications and alter the long term natural history of disease. This review will cover both current and emerging agents and highlight the pathogenesis of IBD and how it relates to therapeutic targets. Copyright © 2004 by Current Science Inc.",,5,0,,,,undefined,,SBE,,,"Dubinsky, Maria C."
333,333,2-s2.0-7444269649,10.1016/j.asr.2003.07.074,S0273117704006209,15846883.0,Model implementation for dynamic computation of system cost for advanced life support,ar,Article,Levri J.,60027392,Stevens Institute of Technology,Hoboken,United States,2.0,"Levri, J. A.;Vaccari, D. A.",7801481287;7003975664,60027392;60027392,2004-01-01,2004,Advances in Space Research,02731177,12375.0,,Journal,34,7 SPEC. ISS.,,1539-1545,"Life support system designs for long-duration space missions have a multitude of requirements drivers, such as mission objectives, political considerations, cost, crew wellness, inherent mission attributes, as well as many other influences. Evaluation of requirements satisfaction can be difficult, particularly at an early stage of mission design. Because launch cost is a critical factor and relatively easy to quantify, it is a point of focus in early mission design. The method used to determine launch cost influences the accuracy of the estimate. This paper discusses the appropriateness of dynamic mission simulation in estimating the launch cost of a life support system. This paper also provides an abbreviated example of a dynamic simulation life support model and possible ways in which such a model might be utilized for design improvement. © 2004 COSPAR. Published by Elsevier Ltd. All rights reserved.",Advanced life support | Equivalent system mass,1,0,,,,undefined,,SBE,"['Advanced life support ', ' Equivalent system mass']",Advanced life support | Equivalent system mass,"Levri, J. A.;Vaccari, D. A."
334,334,2-s2.0-7444245651,10.1016/j.asr.2004.06.002,S0273117704006258,15846884.0,Engineering concepts for inflatable Mars surface greenhouses,ar,Article,Hublitz I.,60027030;60013959;60006711,McKinsey &amp; Company;University of Florida;NASA Johnson Space Center,New York;Gainesville;Houston,United States;United States;United States,4.0,"Hublitz, I.;Henninger, D. L.;Drake, B. G.;Eckart, P.",9745465700;7003699202;8372337200;6701577930,60013959;60006711;60006711;60027030,2004-01-01,2004,Advances in Space Research,02731177,12375.0,,Journal,34,7 SPEC. ISS.,,1546-1551,"A major challenge of designing a bioregenerative life support system for Mars is the reduction of the mass, volume, power, thermal and crew-time requirements, Structural mass of the greenhouse could be saved by operating the greenhouse at low atmospheric pressure. This paper investigates the feasibility of this concept. The method of equivalent system mass is used to compare greenhouses operated at high atmospheric pressure to greenhouses operated at low pressure for three different lighting methods: natural, artificial and hybrid lighting. κ 2004 COSPAR. Published by Elsevier Ltd. All rights reserved.",Bioregenerative life support systems | Life support systems | Mars surface greenhouse | Space life science,25,0,,,,undefined,,SBE,"['Bioregenerative life support systems ', ' Life support systems ', ' Mars surface greenhouse ', ' Space life science']",Bioregenerative life support systems | Life support systems | Mars surface greenhouse | Space life science,"Hublitz, I.;Henninger, D. L.;Drake, B. G.;Eckart, P."
335,335,2-s2.0-3142641073,10.1111/j.1365-2621.2004.tb10725.x,,,Metric evaluation of technologies for long duration space missions: Application to bread makers,sh,Short Survey,French S.J.,60002959;60002441,Lockheed Martin Corporation;Baylor College of Medicine,Bethesda;Houston,United States;United States,2.0,"French, S. J.;Perchonok, M. H.",7202174191;24446246000,60002959;60002441,2004-01-01,June/July 2004,Journal of Food Science,00221147,20614.0,,Journal,69,5,,,"Technologies are being evaluated by National Aeronautics and Space Administration (NASA)'s Advanced Food Technology element. A transportation cost measure known as equivalent system mass (ESM) is being implemented at NASA as a preliminary assessment strategy for technologies. This study concentrated on calculating ESM values for 3 commercial bread-maker technologies and a prototype bread-maker technology currently unavailable in the marketplace. Information regarding weight, volume, power consumption, cooling, and crewtime were collected. One commercial technology produced a lower ESM value and performed better in most evaluative categories. However, non-ESM factors may contribute greater roles in technology selection. In this, the current ESM equation may not be capable of capturing all relevant aspects of a food technology.",Bread | Commercial | Prototype | Technologies,2,0,,,,undefined,,SBE,"['Bread ', ' Commercial ', ' Prototype ', ' Technologies']",Bread | Commercial | Prototype | Technologies,"French, S. J.;Perchonok, M. H."
336,336,2-s2.0-22344451934,,,,Japanese programs of fundamental physics and chemistry in space,cp,Conference Paper,Ishikawa M.,60022990,Japan Aerospace Exploration Agency,Chofu,Japan,1.0,"Ishikawa, Masamichi",7404031013,60022990,2003-12-01,2003,"54th International Astronautical Congress of the International Astronautical Federation (IAF), the International Academy of Astronautics and the International Institute of Space Law",,144996.0,,Conference Proceeding,2,,,2329-2333,"Scientific domains under microgravity have been expanded according to the progress of space station programs. Since future missions in space experiments are extending to biotechnology, medicine and nanotechnology in relation to the great challenge of human exploration to Mars, we recognized to re-organize the scientific disciplines of micorgravity research programs. We remapped the fundamental sciences using ISS as: 1) fluid sciences which investigates transport phenomena and physics of materials processing, 2) fundamental physics which investigates physical laws in the microscopic scales regulating the complex nature of our world, and 3) chemistry which realizes nanoscale to mesoscale structures from molecular levels and investigates elementary chemical processes in space environment. Copyright © 2003 by the International Astronautical Federation. All rights reserved.",,0,0,,,,undefined,,SBE,,,"Ishikawa, Masamichi"
337,337,2-s2.0-22344447712,,,,Analysis of a spacecraft life support system for a mars mission,cp,Conference Paper,Czupalla M.,60033331;60000221,Fachhochschule Aachen;University of Colorado Boulder,Aachen;Boulder,Germany;United States,4.0,"Czupalla, M.;Aponte, V.;Chappell, S.;Klaus, D.",8569601800;8598798800;8598798900;7103085910,60033331-60000221;60000221;60000221;60000221,2003-12-01,2003,"54th International Astronautical Congress of the International Astronautical Federation (IAF), the International Academy of Astronautics and the International Institute of Space Law",,144996.0,,Conference Proceeding,2,,,773-783,"This report summarizes a trade study conducted as part of the Fall 2002 semester Spacecraft Life Support System Design course (ASEN 5116) in the Aerospace Engineering Sciences Department at the University of Colorado. It presents an analysis of current life support system technologies and a preliminary design of an integrated system for supporting humans during transit to and on the surface of the planet Mars. This effort was based on the NASA Design Reference Mission (DRM) for the human exploration of Mars1. The integrated design was broken into four subsystems: Water Management, Atmosphere Management, Waste Processing, and Food Supply. The process started with the derivation of top-level requirements from the DRM. Additional system and subsystem level assumptions were added where clarification was needed. Candidate technologies were identified and characterized based on performance factors. Trade studies were then conducted for each subsystem. The resulting technologies were integrated into an overall design solution using mass flow relationships. The system level trade study yielded two different configurations ~ one for the transit to Mars and another for the surface habitat, which included in situ resource utilization (ISRU). Equivalent System Mass (ESM) analyses were used to compare each design against an open loop (non-regenerable) baseline system. Copyright © 2003 by the International Astronautical Federation. All rights reserved.",,1,0,,,,undefined,,SBE,,,"Czupalla, M.;Aponte, V.;Chappell, S.;Klaus, D."
338,338,2-s2.0-22344439259,,,,Analysis of a spacecraft life support system for a mars mission,cp,Conference Paper,Czupalla M.,60033331;60000221,Fachhochschule Aachen;University of Colorado Boulder,Aachen;Boulder,Germany;United States,4.0,"Czupalla, M.;Aponte, V.;Chappell, S.;Klaus, D.",8569601800;8598798800;8598798900;7103085910,60033331-60000221;60000221;60000221;60000221,2003-12-01,2003,"54th International Astronautical Congress of the International Astronautical Federation (IAF), the International Academy of Astronautics and the International Institute of Space Law",,144996.0,,Conference Proceeding,1,,,2667-2677,"This report summarizes a trade study conducted as part of the Fall 2002 semester Spacecraft Life Support System Design course (ASEN 5116) in the Aerospace Engineering Sciences Department at the University of Colorado. It presents an analysis of current life support system technologies and a preliminary design of an integrated system for supporting humans during transit to and on the surface of the planet Mars. This effort was based on the NASA Design Reference Mission (DRM) for the human exploration of Mars1. The integrated design was broken into four subsystems: Water Management, Atmosphere Management, Waste Processing, and Food Supply. The process started with the derivation of top-level requirements from the DRM. Additional system and subsystem level assumptions were added where clarification was needed. Candidate technologies were identified and characterized based on performance factors. Trade studies were then conducted for each subsystem. The resulting technologies were integrated into an overall design solution using mass flow relationships. The system level trade study yielded two different configurations ~ one for the transit to Mars and another for the surface habitat, which included in situ resource utilization (ISRU). Equivalent System Mass (ESM) analyses were used to compare each design against an open loop (non-regenerable) baseline system. Copyright © 2003 by the International Astronautical Federation. All rights reserved.",,0,0,,,,undefined,,SBE,,,"Czupalla, M.;Aponte, V.;Chappell, S.;Klaus, D."
339,339,2-s2.0-22344438726,,,,Japanese programs of fundamental physics and chemistry in space,cp,Conference Paper,Ishikawa M.,60022990,Japan Aerospace Exploration Agency,Chofu,Japan,1.0,"Ishikawa, Masamichi",7404031013,60022990,2003-12-01,2003,"54th International Astronautical Congress of the International Astronautical Federation (IAF), the International Academy of Astronautics and the International Institute of Space Law",,144996.0,,Conference Proceeding,1,,,4233-4237,"Scientific domains under microgravity have been expanded according to the progress of space station programs. Since future missions in space experiments are extending to biotechnology, medicine and nanotechnology in relation to the great challenge of human exploration to Mars, we recognized to re-organize the scientific disciplines of micorgravity research programs. We remapped the fundamental sciences using ISS as: 1) fluid sciences which investigates transport phenomena and physics of materials processing, 2) fundamental physics which investigates physical laws in the microscopic scales regulating the complex nature of our world, and 3) chemistry which realizes nanoscale to mesoscale structures from molecular levels and investigates elementary chemical processes in space environment. Copyright © 2003 by the International Astronautical Federation. All rights reserved.",,0,0,,,,undefined,,SBE,,,"Ishikawa, Masamichi"
340,340,2-s2.0-0346962338,,,,Before the Cap and Gown: The Capstone,re,Review,,,,,,,,,,2003-11-01,November 2003,Resource: Engineering and Technology for Sustainable World,10763333,96239.0,,Journal,10,11 SPEC. ISS.,,28-31,Three biological engineering students at the University of Arkansas won an international award for designing and building a plant growth chamber. The chamber help NASA scientists to study the requirements for growing food crops on Mars. The biological and agricultural engineering department at the university received an award plaque and a $300 scholarship from ASAE. A team of three University of Missouri (MU) students designed a loaded-walker that help users carry items.,,0,0,,,,undefined,,SBE,,,
